train_label, mse, rmse, mae, r2
RandomForestRegressor_21,1.88953,1.37460,0.71366,0.97865
RandomForestRegressor_22,1.92394,1.38706,0.70734,0.97985
RandomForestRegressor_23,1.47210,1.21330,0.64449,0.98286
RandomForestRegressor_24,1.46446,1.21015,0.65302,0.98408
RandomForestRegressor_25,1.85328,1.36135,0.68116,0.97894
RandomForestRegressor_26,1.50348,1.22616,0.66626,0.98272
RandomForestRegressor_27,2.07551,1.44066,0.76211,0.97776
RandomForestRegressor_28,1.76256,1.32762,0.69425,0.97943
RandomForestRegressor_29,2.19603,1.48190,0.73414,0.97805
RandomForestRegressor_30,1.60493,1.26686,0.64186,0.98144
RandomForestRegressor_31,1.56998,1.25299,0.68714,0.98164
RandomForestRegressor_32,1.57477,1.25490,0.68483,0.98017
RandomForestRegressor_33,1.93308,1.39035,0.76470,0.97720
RandomForestRegressor_34,1.56891,1.25256,0.63057,0.98340
RandomForestRegressor_35,1.30178,1.14096,0.63208,0.98599
RandomForestRegressor_36,1.93172,1.38986,0.69015,0.98079
RandomForestRegressor_37,1.47564,1.21476,0.65668,0.98230
RandomForestRegressor_38,1.95003,1.39644,0.70443,0.97928
RandomForestRegressor_39,1.38956,1.17880,0.64653,0.98444
RandomForestRegressor_40,1.90818,1.38137,0.71969,0.98108
RandomForestRegressor_41,1.65467,1.28634,0.68559,0.98114
RandomForestRegressor_42,1.44862,1.20359,0.61891,0.98381
RandomForestRegressor_43,1.88335,1.37235,0.69999,0.97684
RandomForestRegressor_44,1.96080,1.40029,0.74287,0.97990
RandomForestRegressor_45,1.75128,1.32336,0.75066,0.97949
RandomForestRegressor_46,2.09739,1.44824,0.74910,0.97754
RandomForestRegressor_47,2.31749,1.52233,0.79335,0.97454
RandomForestRegressor_48,1.46122,1.20881,0.62270,0.97776
RandomForestRegressor_49,1.30861,1.14395,0.61637,0.98545
RandomForestRegressor_50,2.29763,1.51579,0.75660,0.97363
RandomForestRegressor_51,2.02902,1.42444,0.75583,0.97430
RandomForestRegressor_52,1.58327,1.25828,0.69862,0.98256
RandomForestRegressor_53,1.46938,1.21218,0.63425,0.98306
RandomForestRegressor_54,1.93111,1.38964,0.72970,0.98004
RandomForestRegressor_55,2.67916,1.63681,0.85010,0.97271
RandomForestRegressor_56,1.41343,1.18888,0.64766,0.98339
RandomForestRegressor_57,2.10876,1.45216,0.78811,0.97790
RandomForestRegressor_58,2.06540,1.43715,0.77538,0.97327
RandomForestRegressor_59,2.08106,1.44259,0.74731,0.97773
RandomForestRegressor_60,1.87200,1.36821,0.72965,0.97638
RandomForestRegressor_61,1.58622,1.25945,0.68167,0.98068
