train_label, mse, rmse, mae, r2
SVR_97,29.25831,5.40909,3.82786,0.69399
SVR_98,29.94576,5.47227,3.92467,0.67685
SVR_99,33.24534,5.76588,4.07807,0.69085
GaussianProcessRegressor_0,0.46282,0.68031,0.46118,0.99485
GaussianProcessRegressor_1,0.93621,0.96758,0.57534,0.99030
GaussianProcessRegressor_2,1.53243,1.23791,0.58804,0.98418
GaussianProcessRegressor_3,0.97837,0.98913,0.56063,0.99025
GaussianProcessRegressor_4,1.71168,1.30831,0.61355,0.98049
GaussianProcessRegressor_5,0.90638,0.95204,0.53783,0.99046
GaussianProcessRegressor_6,2.46822,1.57106,0.72871,0.97210
GaussianProcessRegressor_7,1.81077,1.34565,0.68585,0.97901
GaussianProcessRegressor_8,1.29109,1.13626,0.65705,0.98731
GaussianProcessRegressor_9,0.69825,0.83561,0.53007,0.99209
GaussianProcessRegressor_10,1.21041,1.10019,0.58765,0.98742
GaussianProcessRegressor_11,0.79295,0.89048,0.55590,0.99141
GaussianProcessRegressor_12,3.14035,1.77210,0.89305,0.97144
GaussianProcessRegressor_13,0.79970,0.89426,0.54413,0.99087
GaussianProcessRegressor_14,1.12433,1.06034,0.61243,0.98815
GaussianProcessRegressor_15,1.70821,1.30699,0.69719,0.98219
GaussianProcessRegressor_16,0.88608,0.94132,0.60217,0.99046
GaussianProcessRegressor_17,1.10466,1.05103,0.56890,0.98832
GaussianProcessRegressor_18,1.44119,1.20049,0.71542,0.98310
GaussianProcessRegressor_19,1.03869,1.01916,0.58659,0.98829
GaussianProcessRegressor_20,0.89941,0.94837,0.57724,0.99067
GaussianProcessRegressor_21,0.76090,0.87230,0.59132,0.99050
GaussianProcessRegressor_22,0.86211,0.92850,0.59749,0.99047
GaussianProcessRegressor_23,1.69525,1.30202,0.72135,0.98107
GaussianProcessRegressor_24,0.49470,0.70335,0.51110,0.99468
GaussianProcessRegressor_25,0.69728,0.83503,0.54939,0.99198
GaussianProcessRegressor_26,1.05753,1.02836,0.57887,0.98751
GaussianProcessRegressor_27,0.86281,0.92887,0.58987,0.98994
GaussianProcessRegressor_28,1.10274,1.05011,0.63332,0.98919
GaussianProcessRegressor_29,0.72295,0.85027,0.58215,0.99230
GaussianProcessRegressor_30,1.01296,1.00646,0.53305,0.98857
GaussianProcessRegressor_31,1.38347,1.17621,0.62363,0.98446
GaussianProcessRegressor_32,2.79786,1.67268,0.82954,0.96893
GaussianProcessRegressor_33,2.76735,1.66354,0.75116,0.96861
GaussianProcessRegressor_34,1.86555,1.36585,0.67945,0.97892
GaussianProcessRegressor_35,0.67797,0.82339,0.53402,0.99373
GaussianProcessRegressor_36,1.03812,1.01888,0.60175,0.98936
GaussianProcessRegressor_37,2.43379,1.56006,0.73967,0.97312
GaussianProcessRegressor_38,1.02717,1.01350,0.54931,0.98811
GaussianProcessRegressor_39,2.01997,1.42126,0.73934,0.97800
GaussianProcessRegressor_40,1.43413,1.19755,0.66506,0.98310
GaussianProcessRegressor_41,0.99069,0.99533,0.54919,0.98943
GaussianProcessRegressor_42,0.61000,0.78103,0.50459,0.99312
GaussianProcessRegressor_43,1.40428,1.18502,0.62518,0.98510
GaussianProcessRegressor_44,0.84897,0.92140,0.58143,0.99091
GaussianProcessRegressor_45,2.08332,1.44337,0.74729,0.97601
GaussianProcessRegressor_46,1.45918,1.20797,0.64587,0.98530
GaussianProcessRegressor_47,1.41674,1.19027,0.66964,0.98381
GaussianProcessRegressor_48,1.35200,1.16275,0.61271,0.98578
GaussianProcessRegressor_49,0.93061,0.96468,0.57992,0.98959
GaussianProcessRegressor_50,1.21913,1.10414,0.57799,0.98611
GaussianProcessRegressor_51,1.38734,1.17786,0.69985,0.98552
GaussianProcessRegressor_52,0.67929,0.82419,0.52029,0.99280
GaussianProcessRegressor_53,0.91118,0.95456,0.57522,0.99037
GaussianProcessRegressor_54,1.44691,1.20288,0.66741,0.98559
GaussianProcessRegressor_55,1.21139,1.10063,0.63756,0.98696
GaussianProcessRegressor_56,1.32380,1.15056,0.57733,0.98443
GaussianProcessRegressor_57,1.11199,1.05451,0.57192,0.98798
GaussianProcessRegressor_58,1.03135,1.01556,0.56464,0.98874
GaussianProcessRegressor_59,1.00697,1.00348,0.56171,0.98960
GaussianProcessRegressor_60,1.56029,1.24911,0.72885,0.98316
GaussianProcessRegressor_61,1.48886,1.22019,0.67033,0.98457
GaussianProcessRegressor_62,1.42403,1.19333,0.57261,0.98270
GaussianProcessRegressor_63,1.29956,1.13998,0.60346,0.98596
GaussianProcessRegressor_64,0.63042,0.79399,0.52977,0.99259
GaussianProcessRegressor_65,1.75451,1.32458,0.66016,0.98246
GaussianProcessRegressor_66,0.67471,0.82141,0.52693,0.99269
GaussianProcessRegressor_67,0.79540,0.89185,0.55007,0.99219
GaussianProcessRegressor_68,1.34808,1.16107,0.67665,0.98330
GaussianProcessRegressor_69,0.76131,0.87253,0.55953,0.99132
GaussianProcessRegressor_70,1.57749,1.25598,0.72391,0.98258
GaussianProcessRegressor_71,0.93483,0.96687,0.55066,0.98974
GaussianProcessRegressor_72,1.84193,1.35718,0.69766,0.97928
GaussianProcessRegressor_73,3.35610,1.83197,0.91338,0.96789
GaussianProcessRegressor_74,1.68474,1.29798,0.68046,0.98186
GaussianProcessRegressor_75,3.28423,1.81224,0.81376,0.96358
GaussianProcessRegressor_76,1.48480,1.21853,0.63927,0.98480
GaussianProcessRegressor_77,2.22416,1.49136,0.71251,0.97713
GaussianProcessRegressor_78,0.93081,0.96478,0.57509,0.98954
GaussianProcessRegressor_79,0.92462,0.96157,0.56166,0.98969
GaussianProcessRegressor_80,1.28438,1.13330,0.68405,0.98704
GaussianProcessRegressor_81,0.81784,0.90434,0.53426,0.99123
GaussianProcessRegressor_82,1.39708,1.18198,0.67567,0.98452
GaussianProcessRegressor_83,1.30983,1.14448,0.60143,0.98607
GaussianProcessRegressor_84,1.27946,1.13113,0.68546,0.98476
GaussianProcessRegressor_85,2.24948,1.49983,0.69216,0.97675
GaussianProcessRegressor_86,2.02459,1.42288,0.71743,0.98092
GaussianProcessRegressor_87,1.37219,1.17140,0.62913,0.98566
GaussianProcessRegressor_88,2.86457,1.69250,0.83071,0.96941
GaussianProcessRegressor_89,0.98353,0.99173,0.60503,0.98982
GaussianProcessRegressor_90,1.47322,1.21376,0.60696,0.98361
GaussianProcessRegressor_91,1.15455,1.07450,0.58720,0.98749
GaussianProcessRegressor_92,1.36688,1.16914,0.63532,0.98478
GaussianProcessRegressor_93,0.66335,0.81446,0.51402,0.99283
GaussianProcessRegressor_94,2.90525,1.70448,0.75703,0.97004
GaussianProcessRegressor_95,0.86667,0.93095,0.61908,0.98926
GaussianProcessRegressor_96,2.00716,1.41674,0.73557,0.97870
GaussianProcessRegressor_97,1.25096,1.11846,0.62582,0.98660
GaussianProcessRegressor_98,2.06431,1.43677,0.74136,0.97662
GaussianProcessRegressor_99,0.48478,0.69626,0.44830,0.99535
MLPRegressor_0,12.22381,3.49626,2.68972,0.86729
MLPRegressor_1,22.21528,4.71331,3.63219,0.77535
MLPRegressor_2,23.25654,4.82250,3.75620,0.76502
MLPRegressor_3,18.67373,4.32131,3.22552,0.81891
MLPRegressor_4,16.11412,4.01424,3.07049,0.82076
MLPRegressor_5,14.98895,3.87156,2.99901,0.84887
MLPRegressor_6,25.28292,5.02821,4.03616,0.72088
MLPRegressor_7,21.84750,4.67413,3.65207,0.74897
MLPRegressor_8,15.76254,3.97021,3.16659,0.84875
MLPRegressor_9,13.89865,3.72809,2.97192,0.84949
MLPRegressor_10,19.64871,4.43269,3.33092,0.79889
MLPRegressor_11,22.62680,4.75676,3.62510,0.75777
MLPRegressor_12,21.06112,4.58924,3.46156,0.81019
MLPRegressor_13,21.15165,4.59909,3.30134,0.76527
MLPRegressor_14,23.11141,4.80743,3.79488,0.76214
MLPRegressor_15,20.17236,4.49136,3.45917,0.79903
MLPRegressor_16,25.23621,5.02357,3.82253,0.73096
MLPRegressor_17,17.95000,4.23674,3.34574,0.81718
MLPRegressor_18,23.31932,4.82901,3.81213,0.74752
MLPRegressor_19,17.09173,4.13421,3.16706,0.81041
MLPRegressor_20,28.39760,5.32894,4.10953,0.70995
MLPRegressor_21,18.27795,4.27527,3.39432,0.77175
