train_label, mse, rmse, mae, r2
RandomForestRegressor_48,1.76383,1.32809,0.75571,0.98080
RandomForestRegressor_49,1.79548,1.33995,0.77737,0.97905
RandomForestRegressor_50,2.35025,1.53305,0.88774,0.97586
RandomForestRegressor_51,1.71897,1.31110,0.77990,0.98039
RandomForestRegressor_52,1.59652,1.26354,0.73514,0.98015
RandomForestRegressor_53,1.78368,1.33555,0.78889,0.97849
RandomForestRegressor_54,1.92295,1.38671,0.79928,0.97711
RandomForestRegressor_55,1.63055,1.27693,0.74787,0.98218
RandomForestRegressor_56,2.22521,1.49171,0.85815,0.97548
RandomForestRegressor_57,2.41519,1.55409,0.90472,0.97498
RandomForestRegressor_58,2.06213,1.43601,0.80783,0.97758
RandomForestRegressor_59,1.89415,1.37628,0.79386,0.97938
RandomForestRegressor_60,2.12447,1.45756,0.82339,0.97685
