train_label, mse, rmse, mae, r2
MLPRegressor_76,11.40287,3.37681,2.66348,0.88267
MLPRegressor_77,26.02063,5.10104,4.11674,0.74017
MLPRegressor_78,17.63066,4.19889,3.14710,0.82459
MLPRegressor_79,19.74287,4.44330,3.48263,0.81200
MLPRegressor_80,18.85379,4.34210,3.45436,0.78563
MLPRegressor_81,23.75452,4.87386,3.74696,0.74673
MLPRegressor_82,26.35105,5.13333,3.91260,0.70829
MLPRegressor_83,29.89764,5.46787,4.31266,0.67664
MLPRegressor_84,17.05975,4.13034,3.22220,0.82031
MLPRegressor_85,15.25735,3.90607,3.01587,0.83005
MLPRegressor_86,20.44819,4.52197,3.58859,0.78243
MLPRegressor_87,23.78632,4.87712,3.89733,0.73636
MLPRegressor_88,28.97155,5.38252,4.30649,0.70549
MLPRegressor_89,27.56299,5.25005,4.03415,0.72679
MLPRegressor_90,16.29742,4.03701,3.17290,0.82331
MLPRegressor_91,30.20231,5.49566,4.04587,0.70473
MLPRegressor_92,15.10405,3.88639,2.94544,0.82407
MLPRegressor_93,13.79295,3.71389,2.94218,0.84329
MLPRegressor_94,28.24503,5.31460,3.99447,0.72726
MLPRegressor_95,21.15231,4.59916,3.39940,0.80124
MLPRegressor_96,20.19573,4.49397,3.46620,0.78704
MLPRegressor_97,24.46131,4.94584,3.79668,0.72473
MLPRegressor_98,22.77702,4.77253,3.65261,0.74911
MLPRegressor_99,18.44179,4.29439,3.44152,0.81337
RandomForestRegressor_0,1.52475,1.23481,0.66836,0.98311
RandomForestRegressor_1,1.83763,1.35559,0.73099,0.97821
RandomForestRegressor_2,1.63099,1.27710,0.67286,0.98120
RandomForestRegressor_3,2.03436,1.42631,0.68515,0.97841
RandomForestRegressor_4,2.10036,1.44926,0.71907,0.97660
RandomForestRegressor_5,1.67237,1.29320,0.70394,0.98330
RandomForestRegressor_6,1.76847,1.32984,0.71301,0.98140
RandomForestRegressor_7,1.65943,1.28819,0.69556,0.98143
RandomForestRegressor_8,2.27350,1.50781,0.79888,0.97382
RandomForestRegressor_9,1.69323,1.30124,0.69663,0.98125
RandomForestRegressor_10,2.08016,1.44228,0.75748,0.97854
RandomForestRegressor_11,1.40289,1.18444,0.61720,0.98375
RandomForestRegressor_12,1.81214,1.34616,0.72260,0.98083
RandomForestRegressor_13,2.21016,1.48666,0.75041,0.97553
RandomForestRegressor_14,1.90388,1.37981,0.73484,0.97800
RandomForestRegressor_15,2.70237,1.64389,0.87824,0.97592
RandomForestRegressor_16,1.88502,1.37296,0.72904,0.98057
RandomForestRegressor_17,2.32632,1.52523,0.83142,0.97409
RandomForestRegressor_18,1.95846,1.39945,0.76425,0.97672
RandomForestRegressor_19,2.06574,1.43727,0.77810,0.97840
RandomForestRegressor_20,2.16859,1.47261,0.75827,0.97533
RandomForestRegressor_21,1.76234,1.32753,0.67328,0.97968
RandomForestRegressor_22,1.94224,1.39364,0.69185,0.97749
RandomForestRegressor_23,2.57786,1.60557,0.78133,0.97414
RandomForestRegressor_24,1.46162,1.20897,0.65631,0.98344
RandomForestRegressor_25,1.92149,1.38618,0.73661,0.97856
RandomForestRegressor_26,1.74171,1.31974,0.71264,0.98240
RandomForestRegressor_27,1.83713,1.35541,0.68610,0.98177
RandomForestRegressor_28,1.68740,1.29900,0.64985,0.98248
RandomForestRegressor_29,2.19722,1.48230,0.79200,0.97511
RandomForestRegressor_30,1.37495,1.17258,0.56803,0.98274
RandomForestRegressor_31,2.00631,1.41644,0.77575,0.97958
RandomForestRegressor_32,1.01281,1.00638,0.56901,0.98940
RandomForestRegressor_33,2.24715,1.49905,0.77658,0.97533
RandomForestRegressor_34,2.69805,1.64257,0.82212,0.97228
RandomForestRegressor_35,2.54571,1.59553,0.87352,0.97171
RandomForestRegressor_36,2.37178,1.54006,0.85049,0.97250
RandomForestRegressor_37,1.82821,1.35211,0.71660,0.97936
RandomForestRegressor_38,1.76089,1.32699,0.70655,0.98194
RandomForestRegressor_39,2.24867,1.49956,0.80668,0.97456
RandomForestRegressor_40,2.15717,1.46873,0.75759,0.97414
RandomForestRegressor_41,1.65552,1.28667,0.66044,0.98165
RandomForestRegressor_42,2.17026,1.47318,0.77034,0.97704
RandomForestRegressor_43,2.01259,1.41866,0.73070,0.97781
RandomForestRegressor_44,2.07654,1.44102,0.82393,0.97690
RandomForestRegressor_45,1.44503,1.20209,0.64499,0.98536
RandomForestRegressor_46,2.36370,1.53743,0.84223,0.97226
RandomForestRegressor_47,1.59211,1.26179,0.62205,0.98183
RandomForestRegressor_48,1.75187,1.32358,0.71620,0.98057
RandomForestRegressor_49,2.40306,1.55018,0.76164,0.97499
RandomForestRegressor_50,1.50126,1.22526,0.62801,0.98026
RandomForestRegressor_51,2.52113,1.58781,0.86447,0.97048
RandomForestRegressor_52,1.56439,1.25076,0.64311,0.98211
RandomForestRegressor_53,1.09163,1.04481,0.55452,0.98707
RandomForestRegressor_54,1.74649,1.32155,0.70158,0.98080
RandomForestRegressor_55,1.30712,1.14329,0.60599,0.98526
RandomForestRegressor_56,1.67788,1.29533,0.66032,0.98358
RandomForestRegressor_57,1.80439,1.34327,0.73493,0.98011
RandomForestRegressor_58,1.66705,1.29114,0.71774,0.98349
RandomForestRegressor_59,1.55255,1.24601,0.63726,0.98202
RandomForestRegressor_60,1.64971,1.28441,0.71425,0.98189
RandomForestRegressor_61,1.88147,1.37167,0.65523,0.97672
