train_label, mse, rmse, mae, r2
MLPRegressor_49,20.60040,4.53877,3.58521,0.80169
MLPRegressor_50,15.23665,3.90342,3.11241,0.81527
MLPRegressor_51,17.67288,4.20391,3.28844,0.80856
MLPRegressor_52,18.50372,4.30159,3.28264,0.80811
MLPRegressor_53,20.58599,4.53718,3.22216,0.79849
MLPRegressor_54,17.80748,4.21989,3.20757,0.80278
MLPRegressor_55,25.32204,5.03210,3.96534,0.73145
MLPRegressor_56,15.03571,3.87759,3.02139,0.83523
MLPRegressor_57,21.30277,4.61549,3.51098,0.78383
MLPRegressor_58,25.12654,5.01264,4.11512,0.73268
MLPRegressor_59,21.76853,4.66568,3.58424,0.79534
MLPRegressor_60,16.67001,4.08289,3.08430,0.84209
MLPRegressor_61,19.10687,4.37114,3.41101,0.80260
MLPRegressor_62,22.52320,4.74586,3.69973,0.75857
MLPRegressor_63,13.47785,3.67122,2.84284,0.85884
MLPRegressor_64,20.36600,4.51287,3.56134,0.78498
MLPRegressor_65,20.55139,4.53336,3.49099,0.78670
MLPRegressor_66,16.31333,4.03898,3.06978,0.81311
MLPRegressor_67,19.24660,4.38710,3.38024,0.79870
MLPRegressor_68,29.45751,5.42748,4.30661,0.71586
MLPRegressor_69,25.68466,5.06800,4.01319,0.77027
MLPRegressor_70,25.88482,5.08771,4.00186,0.71461
MLPRegressor_71,17.68959,4.20590,3.33784,0.79494
MLPRegressor_72,15.32366,3.91454,3.01017,0.85317
MLPRegressor_73,28.99307,5.38452,4.36069,0.70811
MLPRegressor_74,24.60427,4.96027,3.67640,0.74608
MLPRegressor_75,25.08704,5.00870,3.90012,0.72132
MLPRegressor_76,13.62027,3.69057,2.90540,0.85331
MLPRegressor_77,23.17673,4.81422,3.77202,0.75455
MLPRegressor_78,19.21641,4.38365,3.45085,0.79470
MLPRegressor_79,17.83189,4.22278,3.35158,0.80143
MLPRegressor_80,17.53457,4.18743,3.29743,0.84151
MLPRegressor_81,37.44864,6.11953,4.99352,0.62589
MLPRegressor_82,21.76253,4.66503,3.59361,0.76667
MLPRegressor_83,30.46038,5.51909,4.11315,0.70365
MLPRegressor_84,23.70629,4.86891,3.81856,0.74518
MLPRegressor_85,20.79886,4.56058,3.57450,0.78448
MLPRegressor_86,11.45885,3.38509,2.63911,0.87866
MLPRegressor_87,16.72080,4.08911,3.06399,0.82431
MLPRegressor_88,28.28658,5.31851,4.00567,0.72325
MLPRegressor_89,24.56753,4.95656,3.80723,0.69458
MLPRegressor_90,20.77259,4.55770,3.74284,0.78156
MLPRegressor_91,16.10330,4.01289,3.04089,0.82327
MLPRegressor_92,23.39736,4.83708,3.82832,0.75960
MLPRegressor_93,31.76982,5.63647,4.18498,0.66110
MLPRegressor_94,23.72978,4.87132,3.80565,0.75155
MLPRegressor_95,14.74750,3.84025,2.97809,0.83007
MLPRegressor_96,18.53319,4.30502,3.35288,0.78986
MLPRegressor_97,21.33747,4.61925,3.63311,0.76657
MLPRegressor_98,14.58269,3.81873,3.00100,0.83498
MLPRegressor_99,28.88867,5.37482,4.25409,0.68790
RandomForestRegressor_0,2.89365,1.70107,0.92850,0.97053
RandomForestRegressor_1,2.49752,1.58035,0.84795,0.97288
RandomForestRegressor_2,1.94595,1.39497,0.70544,0.97645
RandomForestRegressor_3,2.25487,1.50162,0.81901,0.97692
RandomForestRegressor_4,2.68102,1.63738,0.85343,0.97256
RandomForestRegressor_5,2.65264,1.62869,0.83667,0.96834
RandomForestRegressor_6,2.38381,1.54396,0.82462,0.97437
RandomForestRegressor_7,2.95478,1.71895,0.90319,0.97178
