train_label, mse, rmse, mae, r2
MLPRegressor_68,26.54137,5.15183,3.86862,0.71630
MLPRegressor_69,24.09956,4.90913,3.93381,0.75886
MLPRegressor_70,16.23933,4.02981,3.04421,0.83643
MLPRegressor_71,15.86904,3.98360,3.13433,0.83718
MLPRegressor_72,20.55551,4.53382,3.65358,0.77602
MLPRegressor_73,21.78675,4.66763,3.52675,0.77001
MLPRegressor_74,13.21984,3.63591,2.71703,0.85852
MLPRegressor_75,29.84555,5.46311,4.20141,0.69369
MLPRegressor_76,14.42109,3.79751,2.91470,0.85141
MLPRegressor_77,20.11773,4.48528,3.52443,0.78609
MLPRegressor_78,18.31169,4.27922,3.32273,0.80201
MLPRegressor_79,30.09916,5.48627,4.41571,0.70177
MLPRegressor_80,20.56503,4.53487,3.51973,0.77516
MLPRegressor_81,23.76817,4.87526,3.87536,0.74125
MLPRegressor_82,26.05836,5.10474,4.24060,0.71384
MLPRegressor_83,21.50176,4.63700,3.62399,0.77606
MLPRegressor_84,35.17547,5.93089,4.59920,0.62916
MLPRegressor_85,28.21458,5.31174,4.24919,0.69698
MLPRegressor_86,18.91405,4.34903,3.26615,0.80003
MLPRegressor_87,25.27737,5.02766,3.88205,0.74602
MLPRegressor_88,29.71433,5.45108,4.41416,0.66023
MLPRegressor_89,20.66847,4.54626,3.56365,0.77654
MLPRegressor_90,30.76725,5.54682,4.40684,0.68405
MLPRegressor_91,22.23341,4.71523,3.52879,0.77635
MLPRegressor_92,25.98038,5.09709,4.09645,0.71535
MLPRegressor_93,18.80710,4.33672,3.38605,0.81344
MLPRegressor_94,24.77054,4.97700,3.68438,0.73027
MLPRegressor_95,26.87202,5.18382,4.05838,0.69539
MLPRegressor_96,17.72615,4.21024,3.27975,0.81145
MLPRegressor_97,27.08791,5.20460,4.23892,0.72247
MLPRegressor_98,23.72335,4.87066,3.69386,0.75748
MLPRegressor_99,32.86669,5.73295,4.51961,0.69355
RandomForestRegressor_0,1.93504,1.39106,0.71009,0.98134
RandomForestRegressor_1,1.60733,1.26780,0.67054,0.98120
RandomForestRegressor_2,2.31672,1.52208,0.76493,0.97486
RandomForestRegressor_3,2.41408,1.55373,0.77954,0.97615
RandomForestRegressor_4,2.03123,1.42521,0.73069,0.97735
RandomForestRegressor_5,2.17630,1.47523,0.73534,0.97732
RandomForestRegressor_6,1.74738,1.32188,0.69369,0.97936
RandomForestRegressor_7,2.02128,1.42172,0.74379,0.97764
RandomForestRegressor_8,2.21223,1.48736,0.76681,0.97554
RandomForestRegressor_9,1.65925,1.28812,0.64486,0.98033
RandomForestRegressor_10,2.50120,1.58152,0.76974,0.97423
RandomForestRegressor_11,1.74988,1.32283,0.66608,0.98177
RandomForestRegressor_12,2.29065,1.51349,0.81367,0.97702
RandomForestRegressor_13,2.48007,1.57482,0.83344,0.97615
RandomForestRegressor_14,2.05989,1.43523,0.75483,0.97637
RandomForestRegressor_15,1.92345,1.38688,0.75921,0.97962
RandomForestRegressor_16,1.85016,1.36021,0.70433,0.97878
RandomForestRegressor_17,1.99033,1.41079,0.69884,0.97868
RandomForestRegressor_18,2.60220,1.61313,0.86620,0.97394
RandomForestRegressor_19,2.30850,1.51937,0.77512,0.97386
RandomForestRegressor_20,1.95184,1.39708,0.72898,0.97954
RandomForestRegressor_21,1.62417,1.27443,0.65669,0.98154
RandomForestRegressor_22,2.52986,1.59055,0.84351,0.97508
RandomForestRegressor_23,2.06444,1.43682,0.74720,0.97550
RandomForestRegressor_24,1.45392,1.20579,0.59262,0.98358
RandomForestRegressor_25,1.50466,1.22664,0.58946,0.98231
RandomForestRegressor_26,1.97705,1.40607,0.66540,0.97824
RandomForestRegressor_27,1.57209,1.25383,0.67678,0.98160
RandomForestRegressor_28,1.66122,1.28888,0.65314,0.98277
RandomForestRegressor_29,1.50022,1.22483,0.62372,0.98340
RandomForestRegressor_30,2.14686,1.46522,0.75589,0.97735
RandomForestRegressor_31,2.19220,1.48061,0.74310,0.97383
RandomForestRegressor_32,2.47269,1.57248,0.77662,0.97625
RandomForestRegressor_33,2.00464,1.41585,0.71181,0.97572
RandomForestRegressor_34,1.95989,1.39996,0.69356,0.97847
RandomForestRegressor_35,2.10134,1.44960,0.78553,0.97793
RandomForestRegressor_36,1.85507,1.36201,0.71719,0.97837
RandomForestRegressor_37,2.12352,1.45723,0.72190,0.97666
RandomForestRegressor_38,1.41837,1.19095,0.64111,0.98501
RandomForestRegressor_39,1.86716,1.36644,0.72798,0.97986
RandomForestRegressor_40,2.01423,1.41924,0.75507,0.97565
RandomForestRegressor_41,1.82481,1.35086,0.69958,0.97986
RandomForestRegressor_42,2.05425,1.43327,0.75199,0.97792
RandomForestRegressor_43,2.03428,1.42628,0.77623,0.97860
RandomForestRegressor_44,1.55607,1.24742,0.67336,0.98167
RandomForestRegressor_45,1.51212,1.22968,0.71406,0.98316
RandomForestRegressor_46,1.41837,1.19095,0.61810,0.98182
RandomForestRegressor_47,1.97470,1.40524,0.74531,0.97959
RandomForestRegressor_48,2.44170,1.56259,0.76893,0.97507
RandomForestRegressor_49,1.80445,1.34330,0.73774,0.98157
RandomForestRegressor_50,1.94642,1.39514,0.71639,0.98010
RandomForestRegressor_51,1.94948,1.39624,0.79267,0.97784
RandomForestRegressor_52,1.32781,1.15230,0.61557,0.98545
RandomForestRegressor_53,2.21366,1.48784,0.77542,0.97766
RandomForestRegressor_54,1.91012,1.38207,0.72194,0.97959
RandomForestRegressor_55,1.36093,1.16659,0.61634,0.98677
RandomForestRegressor_56,1.68853,1.29943,0.68911,0.98037
RandomForestRegressor_57,2.12333,1.45716,0.76250,0.97559
RandomForestRegressor_58,1.29393,1.13751,0.63468,0.98419
RandomForestRegressor_59,1.81867,1.34858,0.70483,0.98227
RandomForestRegressor_60,2.49788,1.58047,0.81031,0.97239
RandomForestRegressor_61,2.24505,1.49835,0.75187,0.97658
